Month,Percentage,City,State,Percentage of Total Beds Needed,Percentage of Total ICU Beds Needed
18,0.2,Austin,TX,0.48,0.71
18,0.2,Bakersfield,CA,0.31,0.82
18,0.2,Baltimore,MD,0.26,0.46
18,0.2,Bangor,ME,0.27,0.65
18,0.2,Baton Rouge,LA,0.23,0.57
18,0.2,Beaumont,TX,0.36,0.61
18,0.2,Bend,OR,0.42,1.03
18,0.2,Billings,MT,0.18,0.64
18,0.2,Binghamton,NY,0.26,1.07
18,0.2,Birmingham,AL,0.22,0.35
18,0.2,Bismarck,ND,0.17,0.45
18,0.2,Bloomington,IL,0.37,0.86
18,0.2,Blue Island,IL,0.3,0.43
18,0.2,Boise,ID,0.36,0.74
18,0.2,Boston,MA,0.36,0.68
18,0.2,Boulder,CO,0.37,0.56
18,0.2,Bradenton,FL,0.31,0.56
18,0.2,Bridgeport,CT,0.36,0.8
18,0.2,Bronx,NY,0.24,0.73
18,0.2,Bryan,TX,0.35,0.67
18,0.2,Buffalo,NY,0.21,0.67
18,0.2,Burlington,VT,0.27,0.87
18,0.2,Camden,NJ,0.31,0.63
18,0.2,Canton,OH,0.32,0.48
18,0.2,Cape Girardeau,MO,0.22,0.51
18,0.2,Casper,WY,0.22,0.94
18,0.2,Cedar Rapids,IA,0.27,1.05
18,0.2,Charleston,SC,0.28,0.55
18,0.2,Charleston,WV,0.23,0.47
18,0.2,Charlotte,NC,0.37,0.5
18,0.2,Charlottesville,VA,0.33,0.61
18,0.2,Chattanooga,TN,0.27,0.46
18,0.2,Chicago,IL,0.23,0.42
18,0.2,Chico,CA,0.41,0.94
18,0.2,Cincinnati,OH,0.31,0.44
18,0.2,Clearwater,FL,0.26,0.59
18,0.2,Cleveland,OH,0.2,0.36
18,0.2,Colorado Springs,CO,0.47,0.87
18,0.2,Columbia,MO,0.27,0.55
18,0.2,Columbia,SC,0.29,0.48
18,0.2,Columbus,GA,0.23,0.72
18,0.2,Columbus,OH,0.34,0.68
18,0.2,Contra Costa County,CA,0.44,0.81
18,0.2,Corpus Christi,TX,0.35,0.51
18,0.2,Covington,KY,0.36,0.68
18,0.2,Dallas,TX,0.33,0.56
18,0.2,Danville,PA,0.26,0.56
18,0.2,Davenport,IA,0.22,0.55
18,0.2,Dayton,OH,0.36,0.56
18,0.2,Dearborn,MI,0.24,0.4
18,0.2,Denver,CO,0.38,0.53
18,0.2,Des Moines,IA,0.29,0.98
18,0.2,Detroit,MI,0.29,0.5
18,0.2,Dothan,AL,0.2,0.54
18,0.2,Dubuque,IA,0.22,1.39
18,0.2,Duluth,MN,0.19,0.26
18,0.2,Durham,NC,0.22,0.27
18,0.2,East Long Island,NY,0.35,0.8
18,0.2,El Paso,TX,0.36,0.58
18,0.2,Elgin,IL,0.44,0.82
18,0.2,Elmira,NY,0.23,0.55
18,0.2,Elyria,OH,0.41,0.63
18,0.2,Erie,PA,0.27,0.62
18,0.2,Eugene,OR,0.46,0.88
18,0.2,Evanston,IL,0.32,0.43
18,0.2,Evansville,IN,0.23,0.32
18,0.2,Everett,WA,0.52,1.28
18,0.2,Fargo/Moorhead MN,ND,0.21,0.48
18,0.2,Flint,MI,0.28,0.52
18,0.2,Florence,SC,0.21,0.26
18,0.2,Fort Collins,CO,0.37,1.74
18,0.2,Fort Lauderdale,FL,0.31,0.55
18,0.2,Fort Myers,FL,0.34,0.91
18,0.2,Fort Smith,AR,0.28,0.64
18,0.2,Fort Wayne,IN,0.24,0.34
18,0.2,Fort Worth,TX,0.37,0.66
18,0.2,Fresno,CA,0.42,0.84
18,0.2,Gainesville,FL,0.23,0.3
18,0.2,Gary,IN,0.25,0.43
18,0.2,Grand Forks,ND,0.12,0.81
18,0.2,Grand Junction,CO,0.35,0.72
18,0.2,Grand Rapids,MI,0.35,0.76
18,0.2,Great Falls,MT,0.11,0.46
18,0.2,Greeley,CO,0.34,0.72
18,0.2,Green Bay,WI,0.37,0.72
18,0.2,Greensboro,NC,0.38,0.73
18,0.2,Greenville,NC,0.31,0.39
18,0.2,Greenville,SC,0.31,0.52
18,0.2,Gulfport,MS,0.24,0.39
18,0.2,Hackensack,NJ,0.25,1.17
18,0.2,Harlingen,TX,0.33,0.68
18,0.2,Harrisburg,PA,0.31,0.79
18,0.2,Hartford,CT,0.38,0.73
18,0.2,Hattiesburg,MS,0.14,0.55
18,0.2,Hickory,NC,0.35,0.72
18,0.2,Hinsdale,IL,0.33,0.43
18,0.2,Honolulu,HI,0.39,1.01
18,0.2,Houma,LA,0.26,0.62
18,0.2,Houston,TX,0.33,0.55
18,0.2,Hudson,FL,0.28,0.48
18,0.2,Huntington,WV,0.16,0.35
18,0.2,Huntsville,AL,0.25,0.4
18,0.2,Idaho Falls,ID,0.31,0.73
18,0.2,Indianapolis,IN,0.27,0.4
18,0.2,Iowa City,IA,0.18,0.37
18,0.2,Jackson,MS,0.16,0.38
18,0.2,Jackson,TN,0.22,0.45
18,0.2,Jacksonville,FL,0.24,0.42
18,0.2,Johnson City,TN,0.23,0.5
18,0.2,Johnstown,PA,0.22,0.82
18,0.2,Joliet,IL,0.34,0.66
18,0.2,Jonesboro,AR,0.17,0.49
18,0.2,Joplin,MO,0.25,0.46
18,0.2,Kalamazoo,MI,0.32,0.73
18,0.2,Kansas City,MO,0.26,0.47
18,0.2,Kettering,OH,0.33,0.49
18,0.2,Kingsport,TN,0.24,0.42
18,0.2,Knoxville,TN,0.32,0.75
18,0.2,La Crosse,WI,0.39,0.72
18,0.2,Lafayette,IN,0.39,1.12
18,0.2,Lafayette,LA,0.25,0.49
18,0.2,Lake Charles,LA,0.23,0.49
18,0.2,Lakeland,FL,0.28,0.62
18,0.2,Lancaster,PA,0.45,1.07
18,0.2,Lansing,MI,0.35,0.45
18,0.2,Las Vegas,NV,0.37,0.43
18,0.2,Lawton,OK,0.19,0.39
18,0.2,Lebanon,NH,0.32,0.63
18,0.2,Lexington,KY,0.21,0.4
18,0.2,Lincoln,NE,0.2,0.78
18,0.2,Little Rock,AR,0.23,0.46
18,0.2,Longview,TX,0.66,0.71
18,0.2,Los Angeles,CA,0.36,0.61
18,0.2,Louisville,KY,0.3,0.54
18,0.2,Lubbock,TX,0.27,0.35
18,0.2,Lynchburg,VA,0.17,0.8
18,0.2,Macon,GA,0.22,0.46
18,0.2,Madison,WI,0.33,0.64
18,0.2,Manchester,NH,0.41,1.02
18,0.2,Manhattan,NY,0.25,0.56
18,0.2,Marquette,MI,0.25,0.7
18,0.2,Marshfield,WI,0.39,0.88
18,0.2,Mason City,IA,0.2,1.17
18,0.2,McAllen,TX,0.22,0.26
18,0.2,Medford,OR,0.39,1.03
18,0.2,Melrose Park,IL,0.32,0.59
18,0.2,Memphis,TN,0.24,0.48
18,0.2,Meridian,MS,0.12,0.53
18,0.2,Mesa,AZ,0.49,0.76
18,0.2,Metairie,LA,0.39,0.65
18,0.2,Miami,FL,0.27,0.54
18,0.2,Milwaukee,WI,0.36,0.49
18,0.2,Minneapolis,MN,0.33,0.81
18,0.2,Minot,ND,0.11,1.11
18,0.2,Missoula,MT,0.29,0.81
18,0.2,Mobile,AL,0.29,0.45
18,0.2,Modesto,CA,0.41,1.1
18,0.2,Monroe,LA,0.17,0.39
18,0.2,Montgomery,AL,0.27,0.53
18,0.2,Morgantown,WV,0.19,0.42
18,0.2,Morristown,NJ,0.39,1.06
18,0.2,Muncie,IN,0.31,0.72
18,0.2,Munster,IN,0.14,0.45
18,0.2,Muskegon,MI,0.38,0.74
18,0.2,Napa,CA,0.45,0.64
18,0.2,Nashville,TN,0.26,0.39
18,0.2,Neenah,WI,0.39,0.83
18,0.2,New Brunswick,NJ,0.35,0.77
18,0.2,New Haven,CT,0.38,0.81
18,0.2,New Orleans,LA,0.2,0.34
18,0.2,Newark,NJ,0.3,0.58
18,0.2,Newport News,VA,0.45,0.61
18,0.2,Norfolk,VA,0.36,0.71
18,0.2,Ocala,FL,0.5,0.71
18,0.2,Odessa,TX,0.25,0.52
18,0.2,Ogden,UT,0.42,0.6
18,0.2,Oklahoma City,OK,0.24,0.5
18,0.2,Olympia,WA,0.53,0.76
18,0.2,Omaha,NE,0.23,0.44
18,0.2,Orange County,CA,0.41,0.73
18,0.2,Orlando,FL,0.29,0.49
18,0.2,Ormond Beach,FL,0.37,0.47
18,0.2,Owensboro,KY,0.26,0.61
18,0.2,Oxford,MS,0.13,0.79
18,0.2,Paducah,KY,0.18,0.5
18,0.2,Palm Springs/Rancho Mira,CA,0.3,0.97
18,0.2,Paterson,NJ,0.24,0.73
18,0.2,Pensacola,FL,0.29,0.55
18,0.2,Peoria,IL,0.25,0.6
18,0.2,Petoskey,MI,0.28,0.44
18,0.2,Philadelphia,PA,0.28,0.51
18,0.2,Phoenix,AZ,0.36,0.56
18,0.2,Pittsburgh,PA,0.26,0.44
18,0.2,Pontiac,MI,0.37,0.77
18,0.2,Portland,ME,0.32,0.84
18,0.2,Portland,OR,0.43,0.65
18,0.2,Providence,RI,0.4,0.66
18,0.2,Provo,UT,0.41,0.65
18,0.2,Pueblo,CO,0.21,1
18,0.2,Raleigh,NC,0.42,0.84
18,0.2,Rapid City,SD,0.18,0.76
18,0.2,Reading,PA,0.32,0.94
18,0.2,Redding,CA,0.32,0.51
18,0.2,Reno,NV,0.29,0.3
18,0.2,Richmond,VA,0.28,0.59
18,0.2,Ridgewood,NJ,0.38,0.8
18,0.2,Roanoke,VA,0.24,0.42
18,0.2,Rochester,MN,0.16,0.27
18,0.2,Rochester,NY,0.25,0.71
18,0.2,Rockford,IL,0.38,0.55
18,0.2,Rome,GA,0.28,0.59
18,0.2,Royal Oak,MI,0.18,0.34
18,0.2,Sacramento,CA,0.43,0.66
18,0.2,Saginaw,MI,0.19,0.49
18,0.2,Salem,OR,0.48,0.78
18,0.2,Salinas,CA,0.37,0.83
18,0.2,Salisbury,MD,0.58,1.32
18,0.2,Salt Lake City,UT,0.35,0.56
18,0.2,San Angelo,TX,0.2,0.71
18,0.2,San Antonio,TX,0.32,0.56
18,0.2,San Bernardino,CA,0.38,0.65
18,0.2,San Diego,CA,0.44,0.71
18,0.2,San Francisco,CA,0.3,0.56
18,0.2,San Jose,CA,0.51,0.81
18,0.2,San Luis Obispo,CA,0.5,0.8
18,0.2,San Mateo County,CA,0.39,0.66
18,0.2,Santa Barbara,CA,0.38,0.85
18,0.2,Santa Cruz,CA,0.57,2
18,0.2,Santa Rosa,CA,0.29,0.87
18,0.2,Sarasota,FL,0.29,0.57
18,0.2,Savannah,GA,0.31,0.85
18,0.2,Sayre,PA,0.24,0.5
18,0.2,Scranton,PA,0.3,0.8
18,0.2,Seattle,WA,0.46,0.71
18,0.2,Shreveport,LA,0.2,0.37
18,0.2,Sioux City,IA,0.2,0.66
18,0.2,Sioux Falls,SD,0.14,1.17
18,0.2,Slidell,LA,0.26,0.22
18,0.2,South Bend,IN,0.38,0.72
18,0.2,Spartanburg,SC,0.34,0.48
18,0.2,Spokane,WA,0.3,0.67
18,0.2,Springdale,AR,0.34,0.62
18,0.2,Springfield,IL,0.24,0.61
18,0.2,Springfield,MA,0.34,0.61
18,0.2,Springfield,MO,0.31,0.62
18,0.2,St. Cloud,MN,0.2,0.87
18,0.2,St. Joseph,MI,0.26,1.1
18,0.2,St. Louis,MO,0.24,0.44
18,0.2,St. Paul,MN,0.48,0.9
18,0.2,St. Petersburg,FL,0.23,0.53
18,0.2,Stockton,CA,0.45,0.73
18,0.2,Sun City,AZ,0.28,0.49
18,0.2,Syracuse,NY,0.25,0.67
18,0.2,Tacoma,WA,0.41,0.62
18,0.2,Takoma Park,MD,0.6,0.99
18,0.2,Tallahassee,FL,0.27,0.66
18,0.2,Tampa,FL,0.26,0.44
18,0.2,Temple,TX,0.37,0.47
18,0.2,Terre Haute,IN,0.27,0.44
18,0.2,Texarkana,AR,0.28,0.44
18,0.2,Toledo,OH,0.26,0.33
18,0.2,Topeka,KS,0.25,0.62
18,0.2,Traverse City,MI,0.24,1.54
18,0.2,Tucson,AZ,0.34,0.59
18,0.2,Tulsa,OK,0.23,0.43
18,0.2,Tupelo,MS,0.17,0.58
18,0.2,Tuscaloosa,AL,0.18,0.29
18,0.2,Tyler,TX,0.3,0.39
18,0.2,Urbana,IL,0.31,0.71
18,0.2,Ventura,CA,0.56,0.8
18,0.2,Victoria,TX,0.18,0.5
18,0.2,Waco,TX,0.33,0.87
18,0.2,Washington,DC,0.39,0.69
18,0.2,Waterloo,IA,0.23,0.92
18,0.2,Wausau,WI,0.34,0.43
18,0.2,White Plains,NY,0.27,0.72
18,0.2,Wichita Falls,TX,0.27,1.25
18,0.2,Wichita,KS,0.19,0.43
18,0.2,Wilkes-Barre,PA,0.28,0.39
18,0.2,Wilmington,DE,0.31,0.52
18,0.2,Wilmington,NC,0.35,0.87
18,0.2,Winchester,VA,0.3,0.83
18,0.2,Winston-Salem,NC,0.29,0.36
18,0.2,Worcester,MA,0.39,0.75
18,0.2,Yakima,WA,0.54,0.74
18,0.2,York,PA,0.36,0.86
18,0.2,Youngstown,OH,0.3,0.65
18,0.4,Akron,OH,0.73,1.16
18,0.4,Alameda County,CA,0.87,1.69
18,0.4,Albany,GA,0.4,1.02
18,0.4,Albany,NY,0.56,1.39
18,0.4,Albuquerque,NM,0.84,1.39
18,0.4,Alexandria,LA,0.44,2.02
18,0.4,Allentown,PA,0.54,1.15
18,0.4,Altoona,PA,0.78,1.57
18,0.4,Amarillo,TX,0.49,0.66
18,0.4,Anchorage,AK,0.61,1.55
18,0.4,Ann Arbor,MI,0.67,1.06
18,0.4,Appleton,WI,1.04,1.39
18,0.4,Arlington,VA,1.08,1.57
18,0.4,Asheville,NC,0.67,1
18,0.4,Atlanta,GA,0.7,1.17
18,0.4,Augusta,GA,0.45,0.6
18,0.4,Aurora,IL,0.82,1.64
18,0.4,Austin,TX,0.97,1.42
18,0.4,Bakersfield,CA,0.62,1.64
18,0.4,Baltimore,MD,0.53,0.93
18,0.4,Bangor,ME,0.54,1.31
18,0.4,Baton Rouge,LA,0.46,1.14
18,0.4,Beaumont,TX,0.71,1.23
18,0.4,Bend,OR,0.85,2.05
18,0.4,Billings,MT,0.36,1.27
18,0.4,Binghamton,NY,0.53,2.15
18,0.4,Birmingham,AL,0.44,0.71
18,0.4,Bismarck,ND,0.34,0.91
18,0.4,Bloomington,IL,0.73,1.74
18,0.4,Blue Island,IL,0.59,0.85
18,0.4,Boise,ID,0.72,1.47
18,0.4,Boston,MA,0.71,1.36
18,0.4,Boulder,CO,0.75,1.11
18,0.4,Bradenton,FL,0.62,1.12
18,0.4,Bridgeport,CT,0.72,1.58
18,0.4,Bronx,NY,0.49,1.46
18,0.4,Bryan,TX,0.7,1.33
18,0.4,Buffalo,NY,0.42,1.34
18,0.4,Burlington,VT,0.55,1.75
18,0.4,Camden,NJ,0.62,1.26
18,0.4,Canton,OH,0.63,0.96
18,0.4,Cape Girardeau,MO,0.43,1.01
18,0.4,Casper,WY,0.44,1.91
18,0.4,Cedar Rapids,IA,0.54,2.11
18,0.4,Charleston,SC,0.56,1.11
18,0.4,Charleston,WV,0.46,0.93
18,0.4,Charlotte,NC,0.75,1.01
18,0.4,Charlottesville,VA,0.66,1.22
18,0.4,Chattanooga,TN,0.54,0.91
18,0.4,Chicago,IL,0.47,0.84
18,0.4,Chico,CA,0.82,1.88
18,0.4,Cincinnati,OH,0.61,0.89
18,0.4,Clearwater,FL,0.53,1.18
18,0.4,Cleveland,OH,0.41,0.73
18,0.4,Colorado Springs,CO,0.94,1.73
18,0.4,Columbia,MO,0.54,1.11
18,0.4,Columbia,SC,0.58,0.96
18,0.4,Columbus,GA,0.46,1.43
18,0.4,Columbus,OH,0.67,1.37
18,0.4,Contra Costa County,CA,0.88,1.62
18,0.4,Corpus Christi,TX,0.7,1.02
18,0.4,Covington,KY,0.71,1.34
18,0.4,Dallas,TX,0.66,1.13
18,0.4,Danville,PA,0.53,1.11
18,0.4,Davenport,IA,0.43,1.1
18,0.4,Dayton,OH,0.73,1.12
18,0.4,Dearborn,MI,0.48,0.8
18,0.4,Denver,CO,0.76,1.06
18,0.4,Des Moines,IA,0.57,1.96
18,0.4,Detroit,MI,0.58,1.01
18,0.4,Dothan,AL,0.4,1.08
18,0.4,Dubuque,IA,0.45,2.83
18,0.4,Duluth,MN,0.38,0.51
18,0.4,Durham,NC,0.44,0.55
18,0.4,East Long Island,NY,0.7,1.61
18,0.4,El Paso,TX,0.72,1.17
18,0.4,Elgin,IL,0.88,1.63
18,0.4,Elmira,NY,0.45,1.1
18,0.4,Elyria,OH,0.81,1.27
18,0.4,Erie,PA,0.54,1.23
18,0.4,Eugene,OR,0.92,1.78
18,0.4,Evanston,IL,0.65,0.86
18,0.4,Evansville,IN,0.45,0.64
18,0.4,Everett,WA,1.03,2.54
18,0.4,Fargo/Moorhead MN,ND,0.42,0.95
18,0.4,Flint,MI,0.57,1.05
18,0.4,Florence,SC,0.42,0.51
18,0.4,Fort Collins,CO,0.73,3.52
18,0.4,Fort Lauderdale,FL,0.61,1.1
18,0.4,Fort Myers,FL,0.67,1.81
18,0.4,Fort Smith,AR,0.56,1.3
18,0.4,Fort Wayne,IN,0.49,0.68
18,0.4,Fort Worth,TX,0.75,1.32
18,0.4,Fresno,CA,0.85,1.69
18,0.4,Gainesville,FL,0.46,0.61
18,0.4,Gary,IN,0.5,0.87
18,0.4,Grand Forks,ND,0.25,1.65
18,0.4,Grand Junction,CO,0.71,1.43
18,0.4,Grand Rapids,MI,0.69,1.53
18,0.4,Great Falls,MT,0.23,0.92
18,0.4,Greeley,CO,0.67,1.44
18,0.4,Green Bay,WI,0.75,1.44
18,0.4,Greensboro,NC,0.75,1.47
18,0.4,Greenville,NC,0.62,0.79
18,0.4,Greenville,SC,0.61,1.04
18,0.4,Gulfport,MS,0.47,0.76
18,0.4,Hackensack,NJ,0.5,2.33
18,0.4,Harlingen,TX,0.66,1.34
18,0.4,Harrisburg,PA,0.62,1.57
18,0.4,Hartford,CT,0.76,1.46
18,0.4,Hattiesburg,MS,0.28,1.11
18,0.4,Hickory,NC,0.7,1.44
18,0.4,Hinsdale,IL,0.67,0.86
18,0.4,Honolulu,HI,0.78,2.02
18,0.4,Houma,LA,0.53,1.23
18,0.4,Houston,TX,0.67,1.09
18,0.4,Hudson,FL,0.57,0.96
18,0.4,Huntington,WV,0.33,0.69
18,0.4,Huntsville,AL,0.51,0.8
18,0.4,Idaho Falls,ID,0.62,1.45
18,0.4,Indianapolis,IN,0.55,0.8
18,0.4,Iowa City,IA,0.36,0.73
18,0.4,Jackson,MS,0.32,0.76
18,0.4,Jackson,TN,0.44,0.9
18,0.4,Jacksonville,FL,0.49,0.84
18,0.4,Johnson City,TN,0.45,1
18,0.4,Johnstown,PA,0.43,1.61
18,0.4,Joliet,IL,0.68,1.33
18,0.4,Jonesboro,AR,0.35,0.97
18,0.4,Joplin,MO,0.5,0.92
18,0.4,Kalamazoo,MI,0.65,1.47
18,0.4,Kansas City,MO,0.52,0.95
18,0.4,Kettering,OH,0.66,0.97
18,0.4,Kingsport,TN,0.47,0.84
18,0.4,Knoxville,TN,0.64,1.49
18,0.4,La Crosse,WI,0.79,1.44
18,0.4,Lafayette,IN,0.78,2.21
18,0.4,Lafayette,LA,0.5,0.98
18,0.4,Lake Charles,LA,0.46,1
18,0.4,Lakeland,FL,0.56,1.24
18,0.4,Lancaster,PA,0.89,2.14
18,0.4,Lansing,MI,0.7,0.9
18,0.4,Las Vegas,NV,0.74,0.87
18,0.4,Lawton,OK,0.38,0.78
18,0.4,Lebanon,NH,0.63,1.25
18,0.4,Lexington,KY,0.43,0.8
18,0.4,Lincoln,NE,0.41,1.56
18,0.4,Little Rock,AR,0.46,0.93
18,0.4,Longview,TX,1.31,1.42
18,0.4,Los Angeles,CA,0.72,1.23
18,0.4,Louisville,KY,0.6,1.07
18,0.4,Lubbock,TX,0.54,0.7
18,0.4,Lynchburg,VA,0.34,1.6
18,0.4,Macon,GA,0.45,0.93
18,0.4,Madison,WI,0.66,1.28
18,0.4,Manchester,NH,0.81,2.05
18,0.4,Manhattan,NY,0.51,1.12
18,0.4,Marquette,MI,0.49,1.38
18,0.4,Marshfield,WI,0.77,1.78
18,0.4,Mason City,IA,0.4,2.33
18,0.4,McAllen,TX,0.45,0.52
18,0.4,Medford,OR,0.77,2.06
18,0.4,Melrose Park,IL,0.64,1.19
18,0.4,Memphis,TN,0.49,0.97
18,0.4,Meridian,MS,0.24,1.04
18,0.4,Mesa,AZ,0.98,1.51
18,0.4,Metairie,LA,0.78,1.31
18,0.4,Miami,FL,0.54,1.09
18,0.4,Milwaukee,WI,0.71,0.98
18,0.4,Minneapolis,MN,0.67,1.63
18,0.4,Minot,ND,0.22,2.26
18,0.4,Missoula,MT,0.58,1.62
18,0.4,Mobile,AL,0.57,0.91
18,0.4,Modesto,CA,0.83,2.21
18,0.4,Monroe,LA,0.35,0.78
18,0.4,Montgomery,AL,0.53,1.07
18,0.4,Morgantown,WV,0.39,0.84
18,0.4,Morristown,NJ,0.78,2.12
18,0.4,Muncie,IN,0.63,1.42
18,0.4,Munster,IN,0.29,0.89
18,0.4,Muskegon,MI,0.77,1.47
18,0.4,Napa,CA,0.89,1.29
18,0.4,Nashville,TN,0.53,0.79
18,0.4,Neenah,WI,0.78,1.65
18,0.4,New Brunswick,NJ,0.7,1.53
18,0.4,New Haven,CT,0.76,1.63
18,0.4,New Orleans,LA,0.4,0.67
18,0.4,Newark,NJ,0.61,1.15
18,0.4,Newport News,VA,0.9,1.21
18,0.4,Norfolk,VA,0.72,1.41
18,0.4,Ocala,FL,0.99,1.43
18,0.4,Odessa,TX,0.5,1.05
18,0.4,Ogden,UT,0.84,1.2
18,0.4,Oklahoma City,OK,0.49,0.99
18,0.4,Olympia,WA,1.05,1.52
18,0.4,Omaha,NE,0.46,0.88
18,0.4,Orange County,CA,0.82,1.47
18,0.4,Orlando,FL,0.58,0.98
18,0.4,Ormond Beach,FL,0.75,0.94
18,0.4,Owensboro,KY,0.53,1.25
18,0.4,Oxford,MS,0.25,1.55
18,0.4,Paducah,KY,0.36,1.02
18,0.4,Palm Springs/Rancho Mira,CA,0.6,1.93
18,0.4,Paterson,NJ,0.48,1.44
18,0.4,Pensacola,FL,0.58,1.09
18,0.4,Peoria,IL,0.5,1.21
18,0.4,Petoskey,MI,0.56,0.88
18,0.4,Philadelphia,PA,0.56,1.03
18,0.4,Phoenix,AZ,0.72,1.12
18,0.4,Pittsburgh,PA,0.53,0.87
18,0.4,Pontiac,MI,0.75,1.54
18,0.4,Portland,ME,0.64,1.68
18,0.4,Portland,OR,0.85,1.3
18,0.4,Providence,RI,0.8,1.31
18,0.4,Provo,UT,0.81,1.3
18,0.4,Pueblo,CO,0.42,2
18,0.4,Raleigh,NC,0.84,1.68
18,0.4,Rapid City,SD,0.36,1.5
18,0.4,Reading,PA,0.64,1.88
18,0.4,Redding,CA,0.65,1.03
18,0.4,Reno,NV,0.59,0.59
18,0.4,Richmond,VA,0.57,1.17
18,0.4,Ridgewood,NJ,0.75,1.59
18,0.4,Roanoke,VA,0.48,0.84
18,0.4,Rochester,MN,0.32,0.54
18,0.4,Rochester,NY,0.5,1.41
18,0.4,Rockford,IL,0.77,1.11
18,0.4,Rome,GA,0.55,1.19
18,0.4,Royal Oak,MI,0.37,0.68
18,0.4,Sacramento,CA,0.86,1.31
18,0.4,Saginaw,MI,0.38,0.98
18,0.4,Salem,OR,0.95,1.56
18,0.4,Salinas,CA,0.74,1.66
18,0.4,Salisbury,MD,1.17,2.64
18,0.4,Salt Lake City,UT,0.69,1.11
18,0.4,San Angelo,TX,0.39,1.43
18,0.4,San Antonio,TX,0.63,1.12
18,0.4,San Bernardino,CA,0.75,1.3
18,0.4,San Diego,CA,0.87,1.42
18,0.4,San Francisco,CA,0.61,1.12
18,0.4,San Jose,CA,1.02,1.61
18,0.4,San Luis Obispo,CA,1.01,1.59
18,0.4,San Mateo County,CA,0.78,1.31
18,0.4,Santa Barbara,CA,0.76,1.7
18,0.4,Santa Cruz,CA,1.15,4
18,0.4,Santa Rosa,CA,0.58,1.73
18,0.4,Sarasota,FL,0.57,1.13
18,0.4,Savannah,GA,0.62,1.69
18,0.4,Sayre,PA,0.48,1.02
18,0.4,Scranton,PA,0.6,1.62
18,0.4,Seattle,WA,0.93,1.42
18,0.4,Shreveport,LA,0.39,0.74
18,0.4,Sioux City,IA,0.39,1.32
18,0.4,Sioux Falls,SD,0.27,2.33
18,0.4,Slidell,LA,0.51,0.44
18,0.4,South Bend,IN,0.77,1.43
18,0.4,Spartanburg,SC,0.68,0.96
18,0.4,Spokane,WA,0.6,1.35
18,0.4,Springdale,AR,0.69,1.24
18,0.4,Springfield,IL,0.48,1.21
18,0.4,Springfield,MA,0.69,1.22
18,0.4,Springfield,MO,0.61,1.25
18,0.4,St. Cloud,MN,0.41,1.76
18,0.4,St. Joseph,MI,0.52,2.25
18,0.4,St. Louis,MO,0.48,0.89
18,0.4,St. Paul,MN,0.96,1.79
18,0.4,St. Petersburg,FL,0.46,1.06
18,0.4,Stockton,CA,0.91,1.45
18,0.4,Sun City,AZ,0.57,0.97
18,0.4,Syracuse,NY,0.49,1.35
18,0.4,Tacoma,WA,0.83,1.24
18,0.4,Takoma Park,MD,1.19,1.97
18,0.4,Tallahassee,FL,0.54,1.33
18,0.4,Tampa,FL,0.53,0.88
18,0.4,Temple,TX,0.74,0.94
18,0.4,Terre Haute,IN,0.54,0.86
18,0.4,Texarkana,AR,0.55,0.88
18,0.4,Toledo,OH,0.52,0.66
18,0.4,Topeka,KS,0.49,1.23
18,0.4,Traverse City,MI,0.47,3.08
18,0.4,Tucson,AZ,0.67,1.18
18,0.4,Tulsa,OK,0.46,0.86
18,0.4,Tupelo,MS,0.34,1.16
18,0.4,Tuscaloosa,AL,0.36,0.57
18,0.4,Tyler,TX,0.6,0.79
18,0.4,Urbana,IL,0.63,1.42
18,0.4,Ventura,CA,1.11,1.59
18,0.4,Victoria,TX,0.37,1
18,0.4,Waco,TX,0.67,1.73
18,0.4,Washington,DC,0.77,1.39
18,0.4,Waterloo,IA,0.46,1.86
18,0.4,Wausau,WI,0.69,0.86
18,0.4,White Plains,NY,0.55,1.45
18,0.4,Wichita Falls,TX,0.55,2.54
18,0.4,Wichita,KS,0.38,0.85
18,0.4,Wilkes-Barre,PA,0.56,0.79
18,0.4,Wilmington,DE,0.62,1.04
18,0.4,Wilmington,NC,0.71,1.74
18,0.4,Winchester,VA,0.61,1.65
18,0.4,Winston-Salem,NC,0.57,0.72
18,0.4,Worcester,MA,0.77,1.5
18,0.4,Yakima,WA,1.08,1.47
18,0.4,York,PA,0.72,1.73
18,0.4,Youngstown,OH,0.59,1.29
18,0.6,Akron,OH,1.1,1.74
18,0.6,Alameda County,CA,1.3,2.54
18,0.6,Albany,GA,0.61,1.53
18,0.6,Albany,NY,0.84,2.08
18,0.6,Albuquerque,NM,1.26,2.09
18,0.6,Alexandria,LA,0.66,3.05
18,0.6,Allentown,PA,0.81,1.72
18,0.6,Altoona,PA,1.17,2.36
18,0.6,Amarillo,TX,0.73,0.99
18,0.6,Anchorage,AK,0.92,2.34
18,0.6,Ann Arbor,MI,1,1.6
18,0.6,Appleton,WI,1.55,2.1
18,0.6,Arlington,VA,1.63,2.35
18,0.6,Asheville,NC,1.01,1.5
18,0.6,Atlanta,GA,1.05,1.75
18,0.6,Augusta,GA,0.67,0.91
18,0.6,Aurora,IL,1.24,2.47
18,0.6,Austin,TX,1.45,2.14
18,0.6,Bakersfield,CA,0.93,2.47
18,0.6,Baltimore,MD,0.79,1.39
18,0.6,Bangor,ME,0.81,1.96
18,0.6,Baton Rouge,LA,0.69,1.71
18,0.6,Beaumont,TX,1.07,1.83
